,Model,Accuracy,Balanced Accuracy,ROC AUC,F1 Score,Time Taken,n_PCA,encoder,Fator_balanc,Normalizacao
191,QuadraticDiscriminantAnalysis,0.349375,0.5455249642547301,0.54552496425473,0.3305463358462723,0.0480349063873291,11,LabelEncoder,N/A,NAO
192,ExtraTreeClassifier,0.6854166666666667,0.5448969659596207,0.5448969659596207,0.6858383826025438,0.055998802185058594,11,LabelEncoder,N/A,NAO
193,LGBMClassifier,0.7797916666666667,0.5370700365463268,0.5370700365463267,0.7174394638118213,0.37926268577575684,11,LabelEncoder,N/A,NAO
194,AdaBoostClassifier,0.779375,0.505119962032931,0.505119962032931,0.6875742454502455,1.4954719543457031,11,LabelEncoder,N/A,NAO
195,LabelPropagation,0.7497916666666666,0.50196712342018,0.50196712342018,0.6861551825031088,12.208358526229858,11,LabelEncoder,N/A,NAO
196,SGDClassifier,0.77625,0.5004171541021665,0.5004171541021665,0.682959198174732,0.13214874267578125,11,LabelEncoder,N/A,NAO
197,LabelSpreading,0.7510416666666667,0.5004103526765877,0.5004103526765877,0.6849266743909047,20.968751430511475,11,LabelEncoder,N/A,NAO
198,LinearDiscriminantAnalysis,0.77875,0.5,0.5,0.6818851018973998,0.1360020637512207,11,LabelEncoder,N/A,NAO
199,LogisticRegression,0.77875,0.5,0.5,0.6818851018973998,0.1009979248046875,11,LabelEncoder,N/A,NAO
200,CalibratedClassifierCV,0.77875,0.5,0.5,0.6818851018973998,5.216685771942139,11,LabelEncoder,N/A,NAO
201,RidgeClassifier,0.77875,0.5,0.5,0.6818851018973998,0.058001041412353516,11,LabelEncoder,N/A,NAO
202,RidgeClassifierCV,0.77875,0.5,0.5,0.6818851018973998,0.05614829063415527,11,LabelEncoder,N/A,NAO
203,SVC,0.77875,0.5,0.5,0.6818851018973998,10.416927814483643,11,LabelEncoder,N/A,NAO
204,BernoulliNB,0.77875,0.5,0.5,0.6818851018973998,0.04700303077697754,11,LabelEncoder,N/A,NAO
205,LinearSVC,0.77875,0.5,0.5,0.6818851018973998,1.8456645011901855,11,LabelEncoder,N/A,NAO
206,DummyClassifier,0.6502083333333334,0.4912828395498363,0.4912828395498363,0.6497936356891713,0.04199814796447754,11,LabelEncoder,N/A,NAO
207,Perceptron,0.708125,0.48060762424693104,0.48060762424693104,0.6650458204352927,0.047434091567993164,11,LabelEncoder,N/A,NAO
208,NearestCentroid,0.750625,0.6963050121972232,0.6963050121972233,0.7620154991307441,0.03600335121154785,16,LabelEncoder,N/A,SIM
209,GaussianNB,0.7327083333333333,0.6888461154791378,0.6888461154791378,0.7476257994144746,0.04599761962890625,16,LabelEncoder,N/A,SIM
210,QuadraticDiscriminantAnalysis,0.6104166666666667,0.6642559391559582,0.6642559391559582,0.6431296403896813,0.0683736801147461,16,LabelEncoder,N/A,SIM
211,SVC,0.8175,0.6428465628617981,0.6428465628617981,0.7920028682986572,9.443299531936646,16,LabelEncoder,N/A,SIM
212,LGBMClassifier,0.811875,0.6426054901107272,0.6426054901107272,0.7887467197165974,0.43140506744384766,16,LabelEncoder,N/A,SIM
213,RandomForestClassifier,0.8089583333333333,0.6424180730503336,0.6424180730503335,0.7870229177703161,6.279472827911377,16,LabelEncoder,N/A,SIM
214,LinearDiscriminantAnalysis,0.8029166666666666,0.6307868795966302,0.6307868795966302,0.7791597439785699,0.10868978500366211,16,LabelEncoder,N/A,SIM
215,XGBClassifier,0.7995833333333333,0.6303319397968037,0.6303319397968036,0.7771670990411139,2.4162447452545166,16,LabelEncoder,N/A,SIM
216,BernoulliNB,0.795625,0.6277904737721915,0.6277904737721915,0.7740221997269175,0.04900026321411133,16,LabelEncoder,N/A,SIM
217,ExtraTreesClassifier,0.7954166666666667,0.6266455671330933,0.6266455671330933,0.7734643285937582,1.9514212608337402,16,LabelEncoder,N/A,SIM
218,AdaBoostClassifier,0.805,0.625383524831249,0.6253835248312491,0.778043846081,1.735536813735962,16,LabelEncoder,N/A,SIM
219,SGDClassifier,0.805625,0.6237625184016348,0.6237625184016348,0.7776721382688755,0.10117220878601074,16,LabelEncoder,N/A,SIM
220,KNeighborsClassifier,0.783125,0.621112985281715,0.6211129852817151,0.764680122880657,1.3234350681304932,16,LabelEncoder,N/A,SIM
221,LogisticRegression,0.8035416666666667,0.6126505004337798,0.6126505004337798,0.7716136552858686,0.07057619094848633,16,LabelEncoder,N/A,SIM
222,CalibratedClassifierCV,0.803125,0.6106977355787107,0.6106977355787107,0.7704886089469856,7.06370210647583,16,LabelEncoder,N/A,SIM
223,PassiveAggressiveClassifier,0.7789583333333333,0.6106856441554595,0.6106856441554595,0.7584665262442252,0.06071758270263672,16,LabelEncoder,N/A,SIM
224,BaggingClassifier,0.7870833333333334,0.6078131754193457,0.6078131754193457,0.7614178206618376,2.3692522048950195,16,LabelEncoder,N/A,SIM
225,LinearSVC,0.8029166666666666,0.606519393131467,0.6065193931314671,0.7683570219592872,2.4084460735321045,16,LabelEncoder,N/A,SIM
226,RidgeClassifierCV,0.8035416666666667,0.6059095319712345,0.6059095319712345,0.7683363602402499,0.06556224822998047,16,LabelEncoder,N/A,SIM
227,RidgeClassifier,0.8029166666666666,0.6048341510158307,0.6048341510158307,0.7675145158578618,0.06232142448425293,16,LabelEncoder,N/A,SIM
228,LabelPropagation,0.7335416666666666,0.6007374256755327,0.6007374256755328,0.7299883432968164,13.9757399559021,16,LabelEncoder,N/A,SIM
229,LabelSpreading,0.7366666666666667,0.6007215556825155,0.6007215556825155,0.7317969634104032,27.920140027999878,16,LabelEncoder,N/A,SIM
230,ExtraTreeClassifier,0.7147916666666667,0.5967880645561088,0.5967880645561087,0.7176876721963807,0.05099844932556152,16,LabelEncoder,N/A,SIM
231,DecisionTreeClassifier,0.708125,0.5918336038789286,0.5918336038789286,0.7123223444203138,0.4474821090698242,16,LabelEncoder,N/A,SIM
232,Perceptron,0.7333333333333333,0.5122969774464728,0.5122969774464727,0.6909587625083963,0.044988393783569336,16,LabelEncoder,N/A,SIM
233,DummyClassifier,0.6502083333333334,0.4912828395498363,0.4912828395498363,0.6497936356891713,0.04199934005737305,16,LabelEncoder,N/A,SIM
234,NearestCentroid,0.6664583333333334,0.63822083775426,0.63822083775426,0.6909876140445685,0.038658857345581055,16,LabelEncoder,N/A,NAO
235,LGBMClassifier,0.7979166666666667,0.6127464761058362,0.6127464761058363,0.7689311446467456,0.43979954719543457,16,LabelEncoder,N/A,NAO
236,Perceptron,0.69625,0.6118471765015281,0.6118471765015281,0.7090876488353095,0.04798293113708496,16,LabelEncoder,N/A,NAO
237,RandomForestClassifier,0.7964583333333334,0.6094508075559304,0.6094508075559304,0.7667262988457408,5.908099889755249,16,LabelEncoder,N/A,NAO
238,AdaBoostClassifier,0.8020833333333334,0.6046361539600923,0.6046361539600923,0.7670407167358386,1.7452197074890137,16,LabelEncoder,N/A,NAO
239,ExtraTreesClassifier,0.793125,0.6039401414091949,0.603940141409195,0.7625913630922524,2.127208709716797,16,LabelEncoder,N/A,NAO
240,DecisionTreeClassifier,0.7145833333333333,0.601372981110174,0.601372981110174,0.7187299913756351,0.4214656352996826,16,LabelEncoder,N/A,NAO
241,XGBClassifier,0.7825,0.5984665052461663,0.5984665052461663,0.7550815832912057,2.410048246383667,16,LabelEncoder,N/A,NAO
242,KNeighborsClassifier,0.7720833333333333,0.5964971146841267,0.5964971146841267,0.7492129300788859,1.591848611831665,16,LabelEncoder,N/A,NAO
243,BaggingClassifier,0.78,0.5921426908857874,0.5921426908857874,0.7510229326272937,2.3913674354553223,16,LabelEncoder,N/A,NAO
244,SVC,0.8010416666666667,0.5854296838395106,0.5854296838395104,0.7561128061018075,8.504251718521118,16,LabelEncoder,N/A,NAO
245,LabelSpreading,0.7397916666666666,0.5828421192637532,0.5828421192637533,0.7275711770133885,21.775395393371582,16,LabelEncoder,N/A,NAO
246,LabelPropagation,0.7341666666666666,0.5805787559739188,0.5805787559739188,0.7238131406148602,12.602356195449829,16,LabelEncoder,N/A,NAO
247,ExtraTreeClassifier,0.6985416666666666,0.5759061766012823,0.5759061766012823,0.7023370550046328,0.0571746826171875,16,LabelEncoder,N/A,NAO
248,LinearDiscriminantAnalysis,0.7966666666666666,0.5725092423816476,0.5725092423816476,0.746615191057877,0.10499787330627441,16,LabelEncoder,N/A,NAO
249,CalibratedClassifierCV,0.795625,0.5654365154936475,0.5654365154936475,0.7415829332169359,7.010186433792114,16,LabelEncoder,N/A,NAO
250,LogisticRegression,0.7960416666666666,0.565366989809953,0.565366989809953,0.7416437620768512,0.07806968688964844,16,LabelEncoder,N/A,NAO
251,GaussianNB,0.39875,0.5576776003361416,0.5576776003361416,0.4070135164856547,0.0470118522644043,16,LabelEncoder,N/A,NAO
252,QuadraticDiscriminantAnalysis,0.36354166666666665,0.5515873015873015,0.5515873015873016,0.35239604640855066,0.06339907646179199,16,LabelEncoder,N/A,NAO
253,LinearSVC,0.7922916666666666,0.5457698155755669,0.5457698155755669,0.7261282427234913,2.2206215858459473,16,LabelEncoder,N/A,NAO
254,RidgeClassifier,0.7910416666666666,0.5419338115491229,0.5419338115491229,0.722797371237078,0.05779695510864258,16,LabelEncoder,N/A,NAO
255,RidgeClassifierCV,0.7910416666666666,0.5419338115491229,0.5419338115491229,0.722797371237078,0.05818986892700195,16,LabelEncoder,N/A,NAO
256,BernoulliNB,0.78125,0.5187946060160876,0.5187946060160876,0.7015491832386365,0.048999786376953125,16,LabelEncoder,N/A,NAO
257,SGDClassifier,0.78,0.5092287787964802,0.5092287787964802,0.6919356839909545,0.10912752151489258,16,LabelEncoder,N/A,NAO
258,DummyClassifier,0.6502083333333334,0.4912828395498363,0.4912828395498363,0.6497936356891713,0.04247283935546875,16,LabelEncoder,N/A,NAO
259,PassiveAggressiveClassifier,0.735625,0.49051201131757216,0.4905120113175722,0.6759237182651244,0.05494356155395508,16,LabelEncoder,N/A,NAO
260,NearestCentroid,0.7397916666666666,0.6984497283964052,0.6984497283964052,0.7542262481429014,0.04591107368469238,21,LabelEncoder,N/A,SIM
261,GaussianNB,0.7291666666666666,0.6899426564252311,0.6899426564252312,0.7450952767531555,0.06999635696411133,21,LabelEncoder,N/A,SIM
262,QuadraticDiscriminantAnalysis,0.6560416666666666,0.6760231611212377,0.6760231611212376,0.684775089364163,0.07680392265319824,21,LabelEncoder,N/A,SIM
263,LinearDiscriminantAnalysis,0.8125,0.6625555827612579,0.6625555827612578,0.7961721676331741,0.18663978576660156,21,LabelEncoder,N/A,SIM
264,CalibratedClassifierCV,0.8147916666666667,0.6461633914023935,0.6461633914023935,0.7917660425211546,9.713165521621704,21,LabelEncoder,N/A,SIM
265,LogisticRegression,0.8147916666666667,0.6458263429792662,0.6458263429792662,0.7916375097406665,0.09399795532226562,21,LabelEncoder,N/A,SIM
266,LinearSVC,0.8154166666666667,0.6452164818190338,0.6452164818190337,0.7917594553508733,2.5372231006622314,21,LabelEncoder,N/A,SIM
267,RidgeClassifierCV,0.814375,0.6428624328548153,0.6428624328548153,0.790256171586803,0.08491778373718262,21,LabelEncoder,N/A,SIM
268,RidgeClassifier,0.814375,0.6428624328548153,0.6428624328548153,0.790256171586803,0.0646524429321289,21,LabelEncoder,N/A,SIM
269,SVC,0.815625,0.6419797589574775,0.6419797589574775,0.790609166649563,10.826663970947266,21,LabelEncoder,N/A,SIM
270,SGDClassifier,0.8070833333333334,0.6408771722997585,0.6408771722997585,0.7853792094521941,0.12601852416992188,21,LabelEncoder,N/A,SIM
271,RandomForestClassifier,0.8058333333333333,0.6380523135426963,0.6380523135426963,0.7836035997538631,6.554767847061157,21,LabelEncoder,N/A,SIM
272,LGBMClassifier,0.8083333333333333,0.6376351594405298,0.6376351594405297,0.7848356028677165,0.6453044414520264,21,LabelEncoder,N/A,SIM
273,BernoulliNB,0.7941666666666667,0.6356174031854854,0.6356174031854854,0.7761219764973338,0.06413459777832031,21,LabelEncoder,N/A,SIM
274,XGBClassifier,0.800625,0.6350453277229129,0.635045327722913,0.7795507086021,3.61549711227417,21,LabelEncoder,N/A,SIM
275,ExtraTreesClassifier,0.80125,0.6324131760239169,0.6324131760239169,0.7788895959151114,2.4557693004608154,21,LabelEncoder,N/A,SIM
276,AdaBoostClassifier,0.806875,0.6323172003518605,0.6323172003518603,0.7819185267661447,2.237683057785034,21,LabelEncoder,N/A,SIM
277,KNeighborsClassifier,0.7847916666666667,0.6204978341238101,0.6204978341238102,0.7653542995169084,2.8080742359161377,21,LabelEncoder,N/A,SIM
278,BaggingClassifier,0.7925,0.6193801331870271,0.6193801331870272,0.769018441297002,3.2449114322662354,21,LabelEncoder,N/A,SIM
279,ExtraTreeClassifier,0.716875,0.599473871945782,0.599473871945782,0.7196625146010237,0.0670011043548584,21,LabelEncoder,N/A,SIM
280,LabelSpreading,0.7222916666666667,0.5978959412115001,0.5978959412115002,0.7225248397451514,28.739497661590576,21,LabelEncoder,N/A,SIM
281,LabelPropagation,0.7204166666666667,0.5977032341534341,0.5977032341534341,0.7213457157613222,24.314316272735596,21,LabelEncoder,N/A,SIM
282,DecisionTreeClassifier,0.7102083333333333,0.5975528470767473,0.5975528470767474,0.7150536888484408,0.5561699867248535,21,LabelEncoder,N/A,SIM
283,PassiveAggressiveClassifier,0.75,0.5910816684954945,0.5910816684954945,0.7359058413251962,0.0673065185546875,21,LabelEncoder,N/A,SIM
284,Perceptron,0.6954166666666667,0.5631142065154634,0.5631142065154635,0.696924136045077,0.05999422073364258,21,LabelEncoder,N/A,SIM
285,DummyClassifier,0.6502083333333334,0.4912828395498363,0.4912828395498363,0.6497936356891713,0.05258321762084961,21,LabelEncoder,N/A,SIM
286,NearestCentroid,0.7379166666666667,0.6841009875669941,0.684100987566994,0.7508355188596142,0.06712913513183594,21,LabelEncoder,N/A,NAO
287,LGBMClassifier,0.81125,0.6401819154628143,0.6401819154628142,0.7874558567642073,0.5854136943817139,21,LabelEncoder,N/A,NAO
288,XGBClassifier,0.799375,0.6369391468896325,0.6369391468896326,0.7795542138395636,3.3329837322235107,21,LabelEncoder,N/A,NAO
289,RandomForestClassifier,0.808125,0.634467962262668,0.634467962262668,0.7834656193413169,7.014582872390747,21,LabelEncoder,N/A,NAO
290,ExtraTreesClassifier,0.8060416666666667,0.6341414938348856,0.6341414938348856,0.7821962304054841,2.1159896850585938,21,LabelEncoder,N/A,NAO
291,SVC,0.8172916666666666,0.6302420098363728,0.6302420098363728,0.7865529463488732,10.385056734085083,21,LabelEncoder,N/A,NAO
292,AdaBoostClassifier,0.8070833333333334,0.6294175259134315,0.6294175259134315,0.7808384058981274,2.3206632137298584,21,LabelEncoder,N/A,NAO
293,GaussianNB,0.5295833333333333,0.6255014162079483,0.6255014162079483,0.5622528808879357,0.05599546432495117,21,LabelEncoder,N/A,NAO
294,KNeighborsClassifier,0.7866666666666666,0.6227128317206397,0.6227128317206397,0.7672083949215077,2.5543277263641357,21,LabelEncoder,N/A,NAO
295,BaggingClassifier,0.7914583333333334,0.6197224716078268,0.6197224716078268,0.7686097301804932,3.501542329788208,21,LabelEncoder,N/A,NAO
296,LinearDiscriminantAnalysis,0.8122916666666666,0.6175943811156152,0.6175943811156152,0.7781676037709072,0.12436985969543457,21,LabelEncoder,N/A,NAO
297,LogisticRegression,0.8095833333333333,0.6050699337692291,0.6050699337692291,0.7705754244292159,0.09601187705993652,21,LabelEncoder,N/A,NAO
298,CalibratedClassifierCV,0.8083333333333333,0.6025821234352943,0.6025821234352943,0.7687072336265884,11.051552534103394,21,LabelEncoder,N/A,NAO
299,ExtraTreeClassifier,0.7141666666666666,0.6011054583707411,0.6011054583707413,0.7184036951432322,0.059186697006225586,21,LabelEncoder,N/A,NAO
300,DecisionTreeClassifier,0.7158333333333333,0.6004903072128362,0.6004903072128361,0.7192824324324324,0.6298975944519043,21,LabelEncoder,N/A,NAO
301,SGDClassifier,0.8054166666666667,0.5966648831817372,0.5966648831817372,0.7642580622257344,0.1170811653137207,21,LabelEncoder,N/A,NAO
302,LabelPropagation,0.7252083333333333,0.5916794382324757,0.5916794382324757,0.7224591126570906,14.033223867416382,21,LabelEncoder,N/A,NAO
303,BernoulliNB,0.7929166666666667,0.591672636806897,0.591672636806897,0.7564275202953402,0.05500388145446777,21,LabelEncoder,N/A,NAO
304,LabelSpreading,0.726875,0.590053141805189,0.5900531418051891,0.7229243782495325,27.359347581863403,21,LabelEncoder,N/A,NAO
305,QuadraticDiscriminantAnalysis,0.44,0.5871957873481393,0.5871957873481393,0.45759702807929586,0.08921623229980469,21,LabelEncoder,N/A,NAO
306,LinearSVC,0.8,0.5726271337583468,0.5726271337583468,0.7476816545272055,2.445855140686035,21,LabelEncoder,N/A,NAO
307,RidgeClassifier,0.7985416666666667,0.5659609809771684,0.5659609809771683,0.7426997594162189,0.05840134620666504,21,LabelEncoder,N/A,NAO
308,RidgeClassifierCV,0.7983333333333333,0.5654901711843247,0.5654901711843248,0.7423143651401263,0.08115816116333008,21,LabelEncoder,N/A,NAO
309,Perceptron,0.6854166666666667,0.558041854461584,0.558041854461584,0.6897070610278044,0.08699917793273926,21,LabelEncoder,N/A,NAO
310,PassiveAggressiveClassifier,0.648125,0.5340985692823438,0.5340985692823439,0.6611752806439212,0.05818939208984375,21,LabelEncoder,N/A,NAO
311,DummyClassifier,0.6502083333333334,0.4912828395498363,0.4912828395498363,0.6497936356891713,0.047438621520996094,21,LabelEncoder,N/A,NAO
312,NearestCentroid,0.7370833333333333,0.6960367337438371,0.6960367337438371,0.751866368689347,0.06856966018676758,26,LabelEncoder,N/A,SIM
313,GaussianNB,0.7227083333333333,0.6888294897721674,0.6888294897721674,0.7400379231702583,0.06214737892150879,26,LabelEncoder,N/A,SIM
314,QuadraticDiscriminantAnalysis,0.6264583333333333,0.6684886930078322,0.6684886930078322,0.6581562162395327,0.1181175708770752,26,LabelEncoder,N/A,SIM
315,LinearDiscriminantAnalysis,0.8122916666666666,0.6597254340065233,0.6597254340065233,0.7951147061315763,0.1927170753479004,26,LabelEncoder,N/A,SIM
316,CalibratedClassifierCV,0.814375,0.6455588202398335,0.6455588202398334,0.7912975746753079,10.734143257141113,26,LabelEncoder,N/A,SIM
317,LogisticRegression,0.8141666666666667,0.6444139136007352,0.6444139136007351,0.7907402033484249,0.11486935615539551,26,LabelEncoder,N/A,SIM
318,LinearSVC,0.8139583333333333,0.6429319585385097,0.6429319585385097,0.7900486406859892,2.8970608711242676,26,LabelEncoder,N/A,SIM
319,RidgeClassifierCV,0.8139583333333333,0.6422578616922552,0.6422578616922552,0.7897853661358193,0.09097480773925781,26,LabelEncoder,N/A,SIM
320,RidgeClassifier,0.8139583333333333,0.6422578616922552,0.6422578616922552,0.7897853661358193,0.07948517799377441,26,LabelEncoder,N/A,SIM
321,XGBClassifier,0.8033333333333333,0.6421770002992627,0.6421770002992626,0.7837209466246101,3.91532301902771,26,LabelEncoder,N/A,SIM
322,LGBMClassifier,0.8091666666666667,0.6415406891506682,0.6415406891506682,0.7868088307390612,0.6771955490112305,26,LabelEncoder,N/A,SIM
323,SVC,0.815625,0.6406315652649685,0.6406315652649685,0.7900698394311514,13.83543348312378,26,LabelEncoder,N/A,SIM
324,AdaBoostClassifier,0.8075,0.6357519202691551,0.6357519202691551,0.7836345029239766,2.7320542335510254,26,LabelEncoder,N/A,SIM
325,BernoulliNB,0.7885416666666667,0.6357133788575419,0.6357133788575419,0.7729330994522702,0.06200122833251953,26,LabelEncoder,N/A,SIM
326,SGDClassifier,0.783125,0.6356060674761874,0.6356060674761875,0.7697515473161173,0.15485811233520508,26,LabelEncoder,N/A,SIM
327,RandomForestClassifier,0.805,0.6321244932937944,0.6321244932937944,0.7808245614035089,8.187988519668579,26,LabelEncoder,N/A,SIM
328,ExtraTreesClassifier,0.7991666666666667,0.6280421265186071,0.6280421265186071,0.7760401638094622,2.333998680114746,26,LabelEncoder,N/A,SIM
329,KNeighborsClassifier,0.7839583333333333,0.6192886917986898,0.61928869179869,0.7644457004830918,3.7590692043304443,26,LabelEncoder,N/A,SIM
330,BaggingClassifier,0.7864583333333334,0.610782375541469,0.610782375541469,0.7623634841944033,4.418390512466431,26,LabelEncoder,N/A,SIM
331,Perceptron,0.7364583333333333,0.6039582785440717,0.6039582785440718,0.7326463298898999,0.07271838188171387,26,LabelEncoder,N/A,SIM
332,DecisionTreeClassifier,0.7139583333333334,0.6016457938472792,0.6016457938472793,0.7184083298072189,0.6887645721435547,26,LabelEncoder,N/A,SIM
333,LabelSpreading,0.7172916666666667,0.5926633777995424,0.5926633777995424,0.7180918851796955,33.368417501449585,26,LabelEncoder,N/A,SIM
334,LabelPropagation,0.7152083333333333,0.5913257641023781,0.5913257641023781,0.7164795940147536,22.258788585662842,26,LabelEncoder,N/A,SIM
335,ExtraTreeClassifier,0.7089583333333334,0.5849535840489944,0.5849535840489946,0.71100407805499,0.06797480583190918,26,LabelEncoder,N/A,SIM
336,PassiveAggressiveClassifier,0.7325,0.5734417933998966,0.5734417933998966,0.7203744725738397,0.08490824699401855,26,LabelEncoder,N/A,SIM
337,DummyClassifier,0.6502083333333334,0.4912828395498363,0.4912828395498363,0.6497936356891713,0.054555416107177734,26,LabelEncoder,N/A,SIM
338,NearestCentroid,0.736875,0.6959029723741207,0.6959029723741207,0.7516915996531335,0.06299901008605957,26,LabelEncoder,N/A,NAO
